0.89628,0.84673,0.8314,0.98889,12.725
0.26091,0.17758,0.33105,0.31972,9.8665
0.72007,0.29412,0.53492,0.23168,12.906
0.12474,0.74605,0.033596,0.59275,11.502
0.8613,0.038317,0.20578,0.10192,21.173
0.48346,0.98622,0.70617,0.71446,13.065
0.50528,0.60265,0.40833,0.86109,14.579
0.15186,0.43728,0.9097,0.43948,13.92
0.98347,0.48334,0.48505,0.50469,18.768
0.36129,0.55484,0.98543,0.17875,11.356
0.65187,0.90706,0.12517,0.27863,13.033
0.00527,0.11528,0.62652,0.92049,16.378
0.76092,0.66676,0.61067,0.39863,35.62
0.39627,0.3712,0.11031,0.79294,12.09
0.62475,0.22352,0.75175,0.62665,12.589
0.22006,0.79905,0.25041,0.049237,9.797
0.9332,0.14587,0.74561,0.77862,27.072
0.28662,0.81613,0.24428,0.42045,14.859
0.70218,0.71412,0.88585,0.0047092,11.363
0.080017,0.26329,0.38549,0.6788,12.96
0.8434,0.95442,0.36952,0.12665,28.406
0.43873,0.0073661,0.87087,0.54927,14.444
0.54219,0.4057,0.010721,0.89861,21.418
0.17756,0.57193,0.5111,0.29288,10.764
0.93872,0.52404,0.086339,0.73158,21.861
0.34341,0.45144,0.58771,0.092679,14.395
0.67755,0.084708,0.28998,0.48901,18.565
0.042199,0.87539,0.79037,0.81981,12.662
0.78661,0.34051,0.96243,0.3612,11.397
0.43321,0.63521,0.46111,0.93955,11.685
0.58001,0.76812,0.66511,0.60181,9.9937
0.20219,0.19174,0.16476,0.21438,9.6775
0.88629,0.2806,0.15498,0.48034,19.589
0.27096,0.69683,0.65536,0.83604,18.208
0.74903,0.82956,0.48258,0.73658,14.67
0.095607,0.1325,0.98394,0.063985,13.983
0.85906,0.58926,0.78058,0.61635,20.238
0.48564,0.38842,0.28024,0.19229,12.615
0.5266,0.020774,0.60917,0.35815,20.388
0.13072,0.94103,0.10785,0.96629,12.005
0.98563,0.89323,0.55992,0.02704,18.952
0.35907,0.066843,0.059558,0.66451,12.375
0.63071,0.46536,0.82594,0.75212,12.542
0.026608,0.51007,0.3246,0.42374,12.208
0.77095,0.20957,0.43431,0.88214,12.719
0.3863,0.75024,0.93468,0.30131,11.141
0.5956,0.64915,0.19935,0.1551,16.592
0.24903,0.32655,0.7007,0.54403,13.698
0.91188,0.72777,0.30314,0.25215,22.764
0.30776,0.31239,0.80449,0.9238,13.329
0.70442,0.16318,0.069287,0.52704,11.742
0.077841,0.86109,0.56966,0.16447,11.446
0.81445,0.41898,0.67924,0.65508,38.594
0.46787,0.62091,0.17791,0.043981,13.485
0.55218,0.97185,0.9444,0.38215,13.302
0.16751,0.052687,0.44405,0.80135,11.235
0.96788,0.098407,0.896,0.23669,33.02
0.31444,0.92394,0.39468,0.56407,12.929
0.66752,0.54189,0.72373,0.98023,19.34
0.052173,0.49633,0.22338,0.33596,11.341
0.80777,0.78219,0.0199,0.85803,22.202
0.41187,0.24041,0.52127,0.4662,14.5
0.57785,0.35823,0.34861,0.11644,10.13
0.20441,0.67974,0.849,0.69235,13.628
0.90316,0.014955,0.31822,0.7068,14.547
0.25214,0.96243,0.81688,0.093774,13.802
0.72683,0.56391,0.052012,0.44763,13.709
0.11585,0.39811,0.55165,0.86875,10.798
0.86809,0.82362,0.69163,0.32738,20.163
0.47466,0.15403,0.19298,0.99704,12.734
0.51219,0.25513,0.9264,0.5846,13.951
0.14318,0.70664,0.42678,0.22402,10.824
0.97467,0.62762,0.97479,0.78485,35.717
0.36808,0.33249,0.47616,0.39103,8.2931
0.64319,0.19976,0.64713,0.056837,11.52
0.012181,0.77572,0.14752,0.63473,9.3332
0.75215,0.44396,0.10138,0.18683,14.643
0.40315,0.51589,0.60007,0.51229,12.899
0.61585,0.88354,0.27274,0.91289,13.26
0.22683,0.09219,0.7724,0.27054,11.984
0.92434,0.9934,0.23145,0.55681,16.346
0.29335,0.046777,0.7311,0.13468,13.782
0.69344,0.42882,0.40391,0.28485,11.636
0.086866,0.59548,0.90259,0.89107,11.13
0.83469,0.18462,0.85633,0.41291,10.203
0.44567,0.8553,0.35672,0.77059,13.519
0.53336,0.73748,0.5278,0.68682,20.653
0.18438,0.28707,0.029171,0.012247,16.643
0.94567,0.36402,0.57707,0.94752,13.206
0.33469,0.6583,0.077443,0.36867,13.342
0.68437,0.80751,0.81098,0.2069,17.867
0.033367,0.2307,0.31233,0.59385,10.488
0.79334,0.54781,0.45219,0.084714,19.495
0.42435,0.47478,0.95183,0.7241,12.399
0.58686,0.12385,0.18709,0.82728,16.278
0.19345,0.9141,0.68575,0.49698,12.777
0.87749,0.61235,0.63301,0.19995,24.412
0.27775,0.41194,0.13436,0.6245,9.166
0.74034,0.059727,0.99284,0.95814,16.857
0.10252,0.98041,0.49321,0.35049,10.278
0.85029,0.30393,0.25959,0.82838,14.841
0.49252,0.72059,0.75826,0.47219,13.198
0.5177,0.86827,0.11845,0.072133,13.201
0.13748,0.17165,0.61809,0.74424,11.383
0.99251,0.24898,0.042819,0.3094,21.488
0.35029,0.78923,0.5415,0.88973,13.943
0.63747,0.67269,0.33912,0.53643,12.454
0.017714,0.34966,0.83877,0.14701,9.3164
0.77774,0.9324,0.91624,0.65642,13.296
0.3775,0.10558,0.4176,0.019442,10.664
0.60251,0.48915,0.7135,0.43134,24.875
0.24035,0.53344,0.21389,0.76021,15.229
0.91882,0.38027,0.78214,0.036443,21.175
0.29905,0.58178,0.28253,0.64706,14.061
0.71124,0.94851,0.57856,0.80938,13.558
0.069007,0.028929,0.079923,0.38968,9.098
0.82117,0.68881,0.15726,0.93133,12.984
0.459,0.27301,0.65692,0.26018,9.888
0.55903,0.1401,0.45465,0.15645,13.908
0.15877,0.83758,0.95333,0.5195,13.895
0.95901,0.7584,0.37794,0.45824,19.205
0.32117,0.21705,0.87759,0.85056,14.389
0.65878,0.31906,0.23789,0.69983,15.398
0.059022,0.64099,0.73656,0.12441,9.6001
0.79906,0.07486,0.50282,0.57203,21.93
0.41881,0.90082,0.0031917,0.24416,19.206
0.56901,0.50248,0.8618,0.32848,11.939
0.21123,0.45735,0.36315,0.97227,12.789
0.89327,0.45517,0.52493,0.26706,12.915
0.26203,0.50464,0.023561,0.90889,10.45
0.72475,0.90257,0.85266,0.50871,12.507
0.11793,0.07313,0.35227,0.1828,13.334
0.86576,0.64665,0.39883,0.63822,19.38
0.47699,0.31343,0.90015,0.060844,14.308
0.50205,0.21097,0.22753,0.39461,11.208
0.15332,0.76447,0.72788,0.78888,13.411
0.97698,0.84366,0.18206,0.21983,21.913
